Index,ex_scene_encode,ex_scene_size,ex_object_encode,ex_object_size,ex_target_pos,ex_condition_encode,ex_lure,ex_lure_size,ex_lure_pos,ex_new,ex_new_scene_size,jitter_ITI,thisN,thisTrialN,thisRepN,slider_example.response,slider_example.rt,key_ex_rate.keys,key_ex_rate.rt,key_ex_rate.duration,Scene,Scene_Size,Condition_Encode,Object_Encode,Object_Size,Condition_Old,Correct_Key_Old,Obj_Lure,Lure_size,Target_pos,Lure_pos,Correct_key_AFC,slider_cong.response,slider_cong.rt,key_rate.keys,key_rate.rt,key_rate.duration,ex_scene_old_new,scene_size,condition_encode,key_ex_old.keys,key_ex_old.rt,key_ex_old.duration,key_item.keys,key_item.corr,key_item.rt,key_item.duration,key_ex_2AFC.keys,key_ex_2AFC.rt,key_ex_2AFC.duration,key_2AFC.keys,key_2AFC.corr,key_2AFC.rt,key_2AFC.duration,exemplo_PAL.thisRepN,exemplo_PAL.thisTrialN,exemplo_PAL.thisN,exemplo_PAL.thisIndex,trial_encode.thisRepN,trial_encode.thisTrialN,trial_encode.thisN,trial_encode.thisIndex,trial_ex_old.thisRepN,trial_ex_old.thisTrialN,trial_ex_old.thisN,trial_ex_old.thisIndex,trial_item.thisRepN,trial_item.thisTrialN,trial_item.thisN,trial_item.thisIndex,trial_ex_2AFC.thisRepN,trial_ex_2AFC.thisTrialN,trial_ex_2AFC.thisN,trial_ex_2AFC.thisIndex,trial_asso.thisRepN,trial_asso.thisTrialN,trial_asso.thisN,trial_asso.thisIndex,thisRow.t,notes,Welcome.started,text_hi.started,key_welcome.started,Welcome.stopped,Explanation_PAL.started,text_Explain_PAL.started,key_explain_PAL.started,Explanation_PAL.stopped,Explain_Rating.started,text_explain_rate.started,key_explain_rate.started,Explain_Rating.stopped,blank.started,image_blank.started,cross_25.started,cross_25.stopped,image_blank.stopped,blank.stopped,Example_PAL.started,image_ex_scene.started,image_ex_object.started,slider_example.started,text_example.started,key_ex_rate.started,slider_example.stopped,text_example.stopped,key_ex_rate.stopped,Example_PAL.stopped,exemplo_PAL.slider_example.response,exemplo_PAL.slider_example.rt,exemplo_PAL.key_ex_rate.keys,exemplo_PAL.key_ex_rate.rt,exemplo_PAL.key_ex_rate.duration,Start_PAL.started,text_end_ex.started,text_start_PAL.started,key_start_PAL.started,text_end_ex.stopped,Start_PAL.stopped,key_start_PAL.keys,key_start_PAL.rt,key_start_PAL.duration,Encode.started,image_scene_encode.started,image_object_encode.started,text_rating.started,slider_cong.started,key_rate.started,text_rating.stopped,slider_cong.stopped,key_rate.stopped,Encode.stopped,trial_encode.slider_cong.response,trial_encode.slider_cong.rt,trial_encode.key_rate.keys,trial_encode.key_rate.rt,trial_encode.key_rate.duration,image_scene_encode.stopped,image_object_encode.stopped,Pause_1.started,text_pausa1.started,Pause_1.stopped,n_trials_total,n_go,n_nogo,hits,misses,correct_rejections,false_alarms,go_accuracy_percent,nogo_accuracy_percent,mean_rt_go_correct,Go_Nogo_task.started,Go_Nogo_task.stopped,Cog_Oral.started,text_endGo.started,text_call.started,text_endGo.stopped,key_end_cog.started,text_call.stopped,Cog_Oral.stopped,key_end_cog.keys,key_end_cog.rt,key_end_cog.duration,Retomar.started,text_retomar.started,key_resp.started,Retomar.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Explanation_Recall.started,text_explain_recall.started,key_continue.started,Explanation_Recall.stopped,Explain_Old_New.started,text_explain_old_new.started,key_explain_old.started,Explain_Old_New.stopped,key_explain_old.keys,key_explain_old.rt,key_explain_old.duration,Exemplo_old.started,image_exemplo_old_new.started,key_ex_old.started,text_ex_old.started,image_exemplo_old_new.stopped,key_ex_old.stopped,text_ex_old.stopped,Exemplo_old.stopped,trial_ex_old.key_ex_old.keys,trial_ex_old.key_ex_old.rt,trial_ex_old.key_ex_old.duration,Start_Recall.started,text_start_recall.started,key_start_recall.started,Start_Recall.stopped,key_start_recall.keys,key_start_recall.rt,key_start_recall.duration,Old_New_Task.started,image_old_new.started,key_item.started,text_item.started,image_old_new.stopped,key_item.stopped,text_item.stopped,Old_New_Task.stopped,trial_item.key_item.keys,trial_item.key_item.corr,trial_item.key_item.rt,trial_item.key_item.duration,End_Old_New.started,text_end_item.started,key_resp_2.started,End_Old_New.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Explain_2AFC.started,text_explain_2afc.started,key_end_explain_2afc.started,Explain_2AFC.stopped,key_end_explain_2afc.keys,key_end_explain_2afc.rt,key_end_explain_2afc.duration,Exemplo_2AFC.started,image_ex_2AFC.started,image_ex_target.started,image_ex_lure.started,key_ex_2AFC.started,Exemplo_2AFC.stopped,trial_ex_2AFC.key_ex_2AFC.keys,trial_ex_2AFC.key_ex_2AFC.rt,trial_ex_2AFC.key_ex_2AFC.duration,trial_2AFC.started,image_scene_2AFC.started,key_2AFC.started,image_target.started,image_lure.started,trial_2AFC.stopped,trial_asso.key_2AFC.keys,trial_asso.key_2AFC.corr,trial_asso.key_2AFC.rt,trial_asso.key_2AFC.duration,image_scene_2AFC.stopped,key_2AFC.stopped,image_target.stopped,image_lure.stopped,end.started,text_end.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
43,,,,,,,,,,,,2.8,16,16,0,,,,,,Scenes_Dataset/home_office_A.jpg,"(600, 399)",Incongruent,Objects_Dataset/bicycle_bell.png,"(250, 210)",old,left,Objects_Dataset/unicycle_retouched.png,"(159, 300)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.2816828000004534,0.15996420000010403,,,,,,,,,,,,,,,,,,,,0,16,16,42,,,,,,,,,1633.7188728,,,,,,,,,,,,,,1633.7010157000004,1633.7188728,1635.9498838999998,1636.2000479999997,1636.5340179000004,1636.5175296999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.5305166999997,1636.5340179000004,1636.5340179000004,1636.5340179000004,1639.5335171999996,1639.5335171999996,1639.5335171999996,1639.5173395000002,left,1,1.2816828000004534,0.15996420000010403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
4,,,,,,,,,,,,2.15,17,17,0,,,,,,Scenes_Dataset/pastry_shop_A.jpg,"(600, 400)",Congruent,Objects_Dataset/cake_holder.png,"(300, 209)",old,left,Objects_Dataset/cake_tongs_retouched.png,"(300, 75)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,1.3246546999998827,0.17606059999980062,,,,,,,,,,,,,,,,,,,,0,17,17,3,,,,,,,,,1639.5335171999996,,,,,,,,,,,,,,1639.5180017000002,1639.5335171999996,1641.7667466000003,1642.0188815000001,1641.6834009000004,1642.000567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.0151094000003,1642.0188815000001,1642.0188815000001,1642.0188815000001,,,,1645.0173684000001,left,1,1.3246546999998827,0.17606059999980062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
41,,,,,,,,,,,,2.7,18,18,0,,,,,,Scenes_Dataset/attic_A.jpg,"(600, 400)",Incongruent,Objects_Dataset/ticket_machine.png,"(200, 300)",old,left,Objects_Dataset/cake_holder.png,"(300, 209)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.3534989999998288,0.16790500000024622,,,,,,,,,,,,,,,,,,,,0,18,18,40,,,,,,,,,1645.0346219000003,,,,,,,,,,,,,,1645.0179798,1645.0346219000003,1647.2504793999997,1647.5001384999996,1647.7500946999999,1647.7341714000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.7404331999996,1647.7500946999999,1647.7500946999999,1647.7500946999999,1650.7502187,1650.7502187,1650.7502187,1650.7340148000003,left,1,1.3534989999998288,0.16790500000024622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
57,,,,,,,,,,,,2.2,19,19,0,,,,,,Scenes_Dataset/road_A.jpg,"(600, 450)",Incongruent,Objects_Dataset/wine_cork.png,"(250, 163)",old,left,Objects_Dataset/locker.png,"(264, 400)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.3157358999997086,0.2238908999997875,,,,,,,,,,,,,,,,,,,,0,19,19,56,,,,,,,,,1650.7502187,,,,,,,,,,,,,,1650.7347346999995,1650.7502187,1652.9835970000004,1653.2359838000002,1652.9524054000003,1653.2195451999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.2321731000002,1653.2359838000002,1653.2359838000002,1653.2359838000002,,,,1656.2338645,left,1,1.3157358999997086,0.2238908999997875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
29,,,,,,,,,,,,2.1,20,20,0,,,,,,Scenes_Dataset/pool_B.jpg,"(600, 450)",Congruent,Objects_Dataset/slippers.png,"(280, 300)",old,left,Objects_Dataset/bikini.png,"(350, 350)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,1.5063465999992331,0.167904400000225,,,,,,,,,,,,,,,,,,,,0,20,20,28,,,,,,,,,1656.2508845000002,,,,,,,,,,,,,,1656.2347192999996,1656.2508845000002,1658.4836429999996,1658.7333007999996,1658.3503945000002,1658.7175193000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.7250668999995,1658.7333007999996,1658.7333007999996,1658.7333007999996,1661.7339374000003,1661.7339374000003,1661.7339374000003,1661.7176182000003,left,1,1.5063465999992331,0.167904400000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
39,,,,,,,,,,,,2.6,21,21,0,,,,,,Scenes_Dataset/garage_A.jpg,"(600, 397)",Incongruent,Objects_Dataset/crown.png,"(300, 249)",old,left,Objects_Dataset/oxygen_mask_retouched.png,"(300, 300)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.567090200000166,0.16833000000042375,,,,,,,,,,,,,,,,,,,,0,21,21,38,,,,,,,,,1661.7339374000003,,,,,,,,,,,,,,1661.7181704000004,1661.7339374000003,1663.9677846000004,1664.2171066,1664.3365254,1664.3178083000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.3329998,1664.3365254,1664.3365254,1664.3365254,,,,1667.3344335000002,left,1,1.567090200000166,0.16833000000042375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
60,,,,,,,,,,,,2.35,22,22,0,,,,,,Scenes_Dataset/field_A.jpg,"(600, 403)",Incongruent,Objects_Dataset/computer_monitor.png,"(300, 300)",old,left,Objects_Dataset/plasticine.png,"(250, 167)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.475180399999772,0.15198550000059186,,,,,,,,,,,,,,,,,,,,0,22,22,59,,,,,,,,,1667.3506717,,,,,,,,,,,,,,1667.3353518000004,1667.3506717,1669.5673797,1669.8204575999998,1669.7009500000004,1669.8014641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669.8168315000003,1669.8204575999998,1669.8204575999998,1669.8204575999998,,,,1672.8176001000002,left,1,1.475180399999772,0.15198550000059186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
54,,,,,,,,,,,,2.05,23,23,0,,,,,,Scenes_Dataset/campsite_A.jpg,"(600, 402)",Incongruent,Objects_Dataset/door_mat.png,"(300, 300)",old,left,Objects_Dataset/remote_control.png,"(300, 293)","(300, 200)","(300, -200)",up,,,,,,,,,,,,left,1,1.603231600000072,0.1440361999993911,,,,,,,,,,,,,,,,,,,,0,23,23,53,,,,,,,,,1672.8339910000004,,,,,,,,,,,,,,1672.8181714000002,1672.8339910000004,1675.0506920999997,1675.3003467999997,1674.884032,1675.2844524000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.2936165,1675.3003467999997,1675.3003467999997,1675.3003467999997,,,,1678.2847281000004,left,1,1.603231600000072,0.1440361999993911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
81,,,,,,,,,,,,3.15,24,24,0,,,,,,Scenes_Dataset/games_room_A.jpg,"(600, 371)",Lure,None,None,new,right,None,None,None,None,None,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,0,24,24,80,,,,,,,,,1678.3007896999998,,,,,,,,,,,,,,1678.2853708000002,1678.3007896999998,1680.5341682999997,1680.7842139000004,1681.4574420999998,1681.4343714999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.4536662,1681.4574420999998,1681.4574420999998,1681.4574420999998,,,,1684.4515908000003,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
17,,,,,,,,,,,,2.8,25,25,0,,,,,,Scenes_Dataset/stage_A.jpg,"(600, 396)",Congruent,Objects_Dataset/saxophone.png,"(250, 250)",old,left,Objects_Dataset/digital_piano_retouched.png,"(350, 350)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,0.9952619000005143,0.14391129999967234,,,,,,,,,,,,,,,,,,,,0,25,25,16,,,,,,,,,1684.4675837000004,,,,,,,,,,,,,,1684.4523177,1684.4675837000004,1686.6840713000001,1686.9343485,1687.2685039999997,1687.2515845999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.2649270000002,1687.2685039999997,1687.2685039999997,1687.2685039999997,1690.2675722000004,1690.2675722000004,1690.2675722000004,1690.2516587,left,1,0.9952619000005143,0.14391129999967234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
1,,,,,,,,,,,,2,26,26,0,,,,,,Scenes_Dataset/office_work_A.jpg,"(600, 470)",Congruent,Objects_Dataset/staple_puller_retouched.png,"(400, 400)",old,left,Objects_Dataset/clock.png,"(250, 248)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,1.5102477000000363,0.12802909999936674,,,,,,,,,,,,,,,,,,,,0,26,26,0,,,,,,,,,1690.2675722000004,,,,,,,,,,,,,,1690.2522053000002,1690.2675722000004,1692.5010107999997,1692.7533998,1692.2678354999998,1692.7348894999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.7491866,1692.7533998,1692.7533998,1692.7533998,,,,1695.7373352000004,left,1,1.5102477000000363,0.12802909999936674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
13,,,,,,,,,,,,2.6,27,27,0,,,,,,Scenes_Dataset/circus_A.jpg,"(600, 421)",Congruent,Objects_Dataset/unicycle_retouched.png,"(159, 300)",old,left,Objects_Dataset/juggling_balls_retouched.png,"(350, 197)","(300, -200)","(300, 200)",down,,,,,,,,,,,,left,1,1.6231131999993522,0.15200370000002295,,,,,,,,,,,,,,,,,,,,0,27,27,12,,,,,,,,,1695.7510247999999,,,,,,,,,,,,,,1695.7379272999997,1695.7510247999999,1697.9844776,1698.2355734000002,1698.3525245,1698.3363063999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.3488482000002,1698.3525245,1698.3525245,1698.3525245,1701.3512713,1701.3512713,1701.3512713,1701.3356070999998,left,1,1.6231131999993522,0.15200370000002295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
